MOGP_GENERATIONAL,ced529c2-f370-11f0-b094-6e001b3eef54,Boston,74,0,10.084611|3.000000,0.9360172748565674,3.0,10.135233|3.000000,N/A,N/A,0,243339870208.000000,N/A,5
MOGP_GENERATIONAL,ced529c2-f370-11f0-b094-6e001b3eef54,Boston,74,1,10.084611|3.000000,0.953542947769165,3.0,10.135233|3.000000,10.084611|3.000000,10.135233|3.000000,3,90125189120.000000,N/A,5
MOGP_GENERATIONAL,ced529c2-f370-11f0-b094-6e001b3eef54,Boston,74,2,9.483975|3.000000,1.0158460140228271,3.0,9.581894|3.000000,9.483975|3.000000,9.581894|3.000000,3,92949667840.000000,N/A,5
MOGP_GENERATIONAL,ced529c2-f370-11f0-b094-6e001b3eef54,Boston,74,3,9.483975|3.000000,0.9940190315246582,3.0,9.581894|3.000000,9.483975|3.000000,9.581894|3.000000,3,114139627520.000000,N/A,5
MOGP_GENERATIONAL,ced529c2-f370-11f0-b094-6e001b3eef54,Boston,74,4,9.483975|3.000000,0.9916560649871826,3.0,9.581894|3.000000,9.483975|3.000000,9.581894|3.000000,3,69511356416.000000,N/A,5
MOGP_GENERATIONAL,ced529c2-f370-11f0-b094-6e001b3eef54,Boston,74,5,9.483975|3.000000,1.0071589946746826,3.0,9.581894|3.000000,9.483975|3.000000,9.581894|3.000000,3,56900276224.000000,N/A,5
MOGP_GENERATIONAL,ced529c2-f370-11f0-b094-6e001b3eef54,Boston,74,6,9.483975|3.000000,0.9836812019348145,3.0,9.581894|3.000000,9.483975|3.000000,9.581894|3.000000,3,56829841408.000000,N/A,5
MOGP_GENERATIONAL,ced529c2-f370-11f0-b094-6e001b3eef54,Boston,74,7,9.483975|3.000000,0.9717531204223633,3.0,9.581894|3.000000,9.483975|3.000000,9.581894|3.000000,3,103861297152.000000,N/A,5
MOGP_GENERATIONAL,ced529c2-f370-11f0-b094-6e001b3eef54,Boston,74,8,9.483975|3.000000,1.0090219974517822,3.0,9.581894|3.000000,9.483975|3.000000,9.581894|3.000000,3,71331733504.000000,N/A,5
MOGP_GENERATIONAL,ced529c2-f370-11f0-b094-6e001b3eef54,Boston,74,9,9.483975|3.000000,0.9841039180755615,3.0,9.581894|3.000000,9.483975|3.000000,9.581894|3.000000,3,84524228608.000000,N/A,5
MOGP_GENERATIONAL,ced529c2-f370-11f0-b094-6e001b3eef54,Boston,74,10,9.483975|3.000000,1.003699779510498,3.0,9.581894|3.000000,9.483975|3.000000,9.581894|3.000000,3,78711791616.000000,N/A,5
MOGP_GENERATIONAL,ced529c2-f370-11f0-b094-6e001b3eef54,Boston,74,11,9.483975|3.000000,0.9996640682220459,3.0,9.581894|3.000000,9.483975|3.000000,9.581894|3.000000,3,96216784896.000000,N/A,5
