MOGP_NSGAII,1c0e0476-eb73-11f0-9ebb-6e001b3eef54,Toxicity,74,0,2659.918457|3.000000|0.000000,1.2650949954986572,3.0,2498.779541|3.000000|0.000000,N/A,N/A,0,160302891008.000000,N/A,5
MOGP_NSGAII,1c0e0476-eb73-11f0-9ebb-6e001b3eef54,Toxicity,74,1,2523.551025|3.000000|0.000000,4.907140016555786,3.0,2357.451904|3.000000|0.000000,2176.007812|15.000000|6.000000,2149.178467|15.000000|6.000000,15,2014939.000000,N/A,5
MOGP_NSGAII,1c0e0476-eb73-11f0-9ebb-6e001b3eef54,Toxicity,74,2,2173.384277|3.000000|0.000000,4.698269844055176,3.0,1995.877319|3.000000|0.000000,2158.260986|3.000000|1.000000,2323.110840|3.000000|1.000000,3,2014935.250000,N/A,5
MOGP_NSGAII,1c0e0476-eb73-11f0-9ebb-6e001b3eef54,Toxicity,74,3,2129.625732|3.000000|0.000000,4.643497943878174,3.0,1974.955444|3.000000|0.000000,2129.625732|3.000000|0.000000,1974.955444|3.000000|0.000000,3,2180144.500000,N/A,5
MOGP_NSGAII,1c0e0476-eb73-11f0-9ebb-6e001b3eef54,Toxicity,74,4,2129.625732|3.000000|0.000000,4.718846082687378,3.0,1974.955444|3.000000|0.000000,2129.625732|3.000000|0.000000,1974.955444|3.000000|0.000000,3,149.740341,N/A,5
MOGP_NSGAII,1c0e0476-eb73-11f0-9ebb-6e001b3eef54,Toxicity,74,5,2129.625732|3.000000|0.000000,4.773874998092651,3.0,1974.955444|3.000000|0.000000,2129.625732|3.000000|0.000000,1974.955444|3.000000|0.000000,3,159.835419,N/A,5
MOGP_NSGAII,1c0e0476-eb73-11f0-9ebb-6e001b3eef54,Toxicity,74,6,2106.468506|3.000000|0.000000,4.886504888534546,3.0,1929.182251|3.000000|0.000000,2106.468506|3.000000|0.000000,1929.182251|3.000000|0.000000,3,166.868607,N/A,5
MOGP_NSGAII,1c0e0476-eb73-11f0-9ebb-6e001b3eef54,Toxicity,74,7,2106.468506|3.000000|0.000000,5.054743051528931,3.0,1929.182251|3.000000|0.000000,2106.468506|3.000000|0.000000,1929.182251|3.000000|0.000000,3,173.575638,N/A,5
MOGP_NSGAII,1c0e0476-eb73-11f0-9ebb-6e001b3eef54,Toxicity,74,8,2106.468506|3.000000|0.000000,5.5883238315582275,3.0,1929.182251|3.000000|0.000000,2106.468506|3.000000|0.000000,1929.182251|3.000000|0.000000,3,175.972427,N/A,5
MOGP_NSGAII,1c0e0476-eb73-11f0-9ebb-6e001b3eef54,Toxicity,74,9,2106.468506|3.000000|0.000000,5.792196989059448,3.0,1929.182251|3.000000|0.000000,2106.468506|3.000000|0.000000,1929.182251|3.000000|0.000000,3,179.915085,N/A,5
MOGP_NSGAII,1c0e0476-eb73-11f0-9ebb-6e001b3eef54,Toxicity,74,10,2106.468506|3.000000|0.000000,5.691865921020508,3.0,1929.182251|3.000000|0.000000,2106.468506|3.000000|0.000000,1929.182251|3.000000|0.000000,3,175.984421,N/A,5
MOGP_NSGAII,1c0e0476-eb73-11f0-9ebb-6e001b3eef54,Toxicity,74,11,2106.468506|3.000000|0.000000,5.230302095413208,3.0,1929.182251|3.000000|0.000000,2097.211670|5.000000|1.000000,1970.176880|5.000000|1.000000,5,130.338333,N/A,5
MOGP_NSGAII,1c0e0476-eb73-11f0-9ebb-6e001b3eef54,Toxicity,74,12,2106.468506|3.000000|0.000000,5.419534206390381,3.0,1929.182251|3.000000|0.000000,2097.211670|5.000000|1.000000,1970.176880|5.000000|1.000000,5,89.780258,N/A,5
MOGP_NSGAII,1c0e0476-eb73-11f0-9ebb-6e001b3eef54,Toxicity,74,13,2106.468506|3.000000|0.000000,6.102672100067139,3.0,1929.182251|3.000000|0.000000,2097.211670|5.000000|1.000000,1970.176880|5.000000|1.000000,5,58.667549,N/A,5
MOGP_NSGAII,1c0e0476-eb73-11f0-9ebb-6e001b3eef54,Toxicity,74,14,2106.468506|3.000000|0.000000,6.908531904220581,3.0,1929.182251|3.000000|0.000000,2097.211670|5.000000|1.000000,1970.176880|5.000000|1.000000,5,52.891933,N/A,5
MOGP_NSGAII,1c0e0476-eb73-11f0-9ebb-6e001b3eef54,Toxicity,74,15,2106.468506|3.000000|0.000000,7.578919887542725,3.0,1929.182251|3.000000|0.000000,2097.211670|5.000000|1.000000,1970.176880|5.000000|1.000000,5,57.428139,N/A,5
MOGP_NSGAII,1c0e0476-eb73-11f0-9ebb-6e001b3eef54,Toxicity,74,16,2106.468506|3.000000|0.000000,7.348914861679077,3.0,1929.182251|3.000000|0.000000,2097.211670|5.000000|1.000000,1970.176880|5.000000|1.000000,5,64.026871,N/A,5
MOGP_NSGAII,1c0e0476-eb73-11f0-9ebb-6e001b3eef54,Toxicity,74,17,2106.468506|3.000000|0.000000,7.0120861530303955,3.0,1929.182251|3.000000|0.000000,2097.211670|5.000000|1.000000,1970.176880|5.000000|1.000000,5,72.247635,N/A,5
MOGP_NSGAII,1c0e0476-eb73-11f0-9ebb-6e001b3eef54,Toxicity,74,18,2106.468506|3.000000|0.000000,6.433881759643555,3.0,1929.182251|3.000000|0.000000,2097.211670|5.000000|1.000000,1970.176880|5.000000|1.000000,5,74.466255,N/A,5
MOGP_NSGAII,1c0e0476-eb73-11f0-9ebb-6e001b3eef54,Toxicity,74,19,2106.468506|3.000000|0.000000,6.402196884155273,3.0,1929.182251|3.000000|0.000000,2097.211670|5.000000|1.000000,1970.176880|5.000000|1.000000,5,55.512215,N/A,5
MOGP_NSGAII,1c0e0476-eb73-11f0-9ebb-6e001b3eef54,Toxicity,74,20,2106.468506|3.000000|0.000000,7.586278915405273,3.0,1929.182251|3.000000|0.000000,2097.211670|5.000000|1.000000,1970.176880|5.000000|1.000000,5,2.809186,N/A,5
MOGP_NSGAII,1c0e0476-eb73-11f0-9ebb-6e001b3eef54,Toxicity,74,21,2106.468506|3.000000|0.000000,8.986455917358398,3.0,1929.182251|3.000000|0.000000,2097.211670|5.000000|1.000000,1970.176880|5.000000|1.000000,5,2.809186,N/A,5
MOGP_NSGAII,1c0e0476-eb73-11f0-9ebb-6e001b3eef54,Toxicity,74,22,2106.468506|3.000000|0.000000,8.859490871429443,3.0,1929.182251|3.000000|0.000000,2097.211670|5.000000|1.000000,1970.176880|5.000000|1.000000,5,2.809186,N/A,5
MOGP_NSGAII,1c0e0476-eb73-11f0-9ebb-6e001b3eef54,Toxicity,74,23,2106.468506|3.000000|0.000000,8.848578929901123,3.0,1929.182251|3.000000|0.000000,2097.211670|5.000000|1.000000,1970.176880|5.000000|1.000000,5,2.809186,N/A,5
MOGP_NSGAII,1c0e0476-eb73-11f0-9ebb-6e001b3eef54,Toxicity,74,24,2106.468506|3.000000|0.000000,8.739857196807861,3.0,1929.182251|3.000000|0.000000,2097.211670|5.000000|1.000000,1970.176880|5.000000|1.000000,5,2.809186,N/A,5
MOGP_NSGAII,1c0e0476-eb73-11f0-9ebb-6e001b3eef54,Toxicity,74,25,2106.468506|3.000000|0.000000,8.440223932266235,3.0,1929.182251|3.000000|0.000000,2097.211670|5.000000|1.000000,1970.176880|5.000000|1.000000,5,2.809186,N/A,5
MOGP_NSGAII,1c0e0476-eb73-11f0-9ebb-6e001b3eef54,Toxicity,74,26,2106.468506|3.000000|0.000000,9.065802097320557,3.0,1929.182251|3.000000|0.000000,2097.211670|5.000000|1.000000,1970.176880|5.000000|1.000000,5,2.809186,N/A,5
