MOGP_NSGAII,cb9786f6-ecbd-11f0-a50f-6e001b3eef54,Cooling,74,0,9.609874|3.000000,1.1721327304840088,3.0,9.325599|3.000000,N/A,N/A,0,244390952960.000000,N/A,5
MOGP_NSGAII,cb9786f6-ecbd-11f0-a50f-6e001b3eef54,Cooling,74,1,8.281645|3.000000,4.393254995346069,3.0,8.477183|3.000000,8.281645|3.000000,8.477183|3.000000,3,3.341733,N/A,5
MOGP_NSGAII,cb9786f6-ecbd-11f0-a50f-6e001b3eef54,Cooling,74,2,4.534750|3.000000,4.2290198802948,3.0,4.575253|3.000000,4.534750|3.000000,4.575253|3.000000,3,3.595538,N/A,5
MOGP_NSGAII,cb9786f6-ecbd-11f0-a50f-6e001b3eef54,Cooling,74,3,4.534750|3.000000,4.056847095489502,3.0,4.575253|3.000000,4.534750|3.000000,4.575253|3.000000,3,3.403116,N/A,5
MOGP_NSGAII,cb9786f6-ecbd-11f0-a50f-6e001b3eef54,Cooling,74,4,4.534750|3.000000,3.963263988494873,3.0,4.575253|3.000000,4.534750|3.000000,4.575253|3.000000,3,3.004532,N/A,5
MOGP_NSGAII,cb9786f6-ecbd-11f0-a50f-6e001b3eef54,Cooling,74,5,4.534750|3.000000,4.598333120346069,3.0,4.575253|3.000000,4.534750|3.000000,4.575253|3.000000,3,2.611903,N/A,5
MOGP_NSGAII,cb9786f6-ecbd-11f0-a50f-6e001b3eef54,Cooling,74,6,4.534750|3.000000,4.7169718742370605,3.0,4.575253|3.000000,4.534750|3.000000,4.575253|3.000000,3,2.299432,N/A,5
MOGP_NSGAII,cb9786f6-ecbd-11f0-a50f-6e001b3eef54,Cooling,74,7,4.534750|3.000000,4.9311511516571045,3.0,4.575253|3.000000,4.534750|3.000000,4.575253|3.000000,3,2.306913,N/A,5
MOGP_NSGAII,cb9786f6-ecbd-11f0-a50f-6e001b3eef54,Cooling,74,8,4.534750|3.000000,5.173179864883423,3.0,4.575253|3.000000,4.534750|3.000000,4.575253|3.000000,3,2.205319,N/A,5
MOGP_NSGAII,cb9786f6-ecbd-11f0-a50f-6e001b3eef54,Cooling,74,9,4.534750|3.000000,5.131223201751709,3.0,4.575253|3.000000,4.534750|3.000000,4.575253|3.000000,3,2.066307,N/A,5
MOGP_NSGAII,cb9786f6-ecbd-11f0-a50f-6e001b3eef54,Cooling,74,10,4.534750|3.000000,5.368068218231201,3.0,4.575253|3.000000,4.534750|3.000000,4.575253|3.000000,3,1.558610,N/A,5
MOGP_NSGAII,cb9786f6-ecbd-11f0-a50f-6e001b3eef54,Cooling,74,11,4.534750|3.000000,5.58276891708374,3.0,4.575253|3.000000,4.534750|3.000000,4.575253|3.000000,3,0.581640,N/A,5
MOGP_NSGAII,cb9786f6-ecbd-11f0-a50f-6e001b3eef54,Cooling,74,12,4.534750|3.000000,6.361682891845703,3.0,4.575253|3.000000,4.534750|3.000000,4.575253|3.000000,3,0.000000,N/A,5
MOGP_NSGAII,cb9786f6-ecbd-11f0-a50f-6e001b3eef54,Cooling,74,13,4.534750|3.000000,7.6720356941223145,3.0,4.575253|3.000000,4.534750|3.000000,4.575253|3.000000,3,0.000000,N/A,5
MOGP_NSGAII,cb9786f6-ecbd-11f0-a50f-6e001b3eef54,Cooling,74,14,4.534750|3.000000,7.830460786819458,3.0,4.575253|3.000000,4.534750|3.000000,4.575253|3.000000,3,0.000000,N/A,5
MOGP_NSGAII,cb9786f6-ecbd-11f0-a50f-6e001b3eef54,Cooling,74,15,4.534750|3.000000,7.422559976577759,3.0,4.575253|3.000000,4.534750|3.000000,4.575253|3.000000,3,0.000000,N/A,5
MOGP_NSGAII,cb9786f6-ecbd-11f0-a50f-6e001b3eef54,Cooling,74,16,4.534750|3.000000,7.461493015289307,3.0,4.575253|3.000000,4.534750|3.000000,4.575253|3.000000,3,0.000000,N/A,5
