MOGP_GENERATIONAL,5c7a8d5e-f12c-11f0-894a-6e001b3eef54,Boston,74,0,10.173091|3.000000,1.0308868885040283,3.0,9.927163|3.000000,N/A,N/A,0,242212732928.000000,N/A,5
MOGP_GENERATIONAL,5c7a8d5e-f12c-11f0-894a-6e001b3eef54,Boston,74,1,10.943676|3.000000,0.026842832565307617,3.0,10.198513|3.000000,10.943676|3.000000,10.198513|3.000000,3,68578578432.000000,N/A,5
MOGP_GENERATIONAL,5c7a8d5e-f12c-11f0-894a-6e001b3eef54,Boston,74,2,10.173091|3.000000,0.018581867218017578,3.0,9.927163|3.000000,10.173091|3.000000,9.927163|3.000000,3,102013198336.000000,N/A,5
MOGP_GENERATIONAL,5c7a8d5e-f12c-11f0-894a-6e001b3eef54,Boston,74,3,10.173091|3.000000,0.017288923263549805,3.0,9.927163|3.000000,10.173091|3.000000,9.927163|3.000000,3,27561820160.000000,N/A,5
MOGP_GENERATIONAL,5c7a8d5e-f12c-11f0-894a-6e001b3eef54,Boston,74,4,10.162278|3.000000,0.01634526252746582,3.0,9.811518|3.000000,10.162278|3.000000,9.811518|3.000000,3,64176680960.000000,N/A,5
MOGP_GENERATIONAL,5c7a8d5e-f12c-11f0-894a-6e001b3eef54,Boston,74,5,10.173091|3.000000,0.016458988189697266,3.0,9.927163|3.000000,10.173091|3.000000,9.927163|3.000000,3,78638301184.000000,N/A,5
MOGP_GENERATIONAL,5c7a8d5e-f12c-11f0-894a-6e001b3eef54,Boston,74,6,9.474507|3.000000,0.01561284065246582,3.0,9.603683|3.000000,9.474507|3.000000,9.603683|3.000000,3,44828397568.000000,N/A,5
MOGP_GENERATIONAL,5c7a8d5e-f12c-11f0-894a-6e001b3eef54,Boston,74,7,9.670309|3.000000,0.015021085739135742,3.0,9.197421|3.000000,9.670309|3.000000,9.197421|3.000000,3,78090862592.000000,N/A,5
MOGP_GENERATIONAL,5c7a8d5e-f12c-11f0-894a-6e001b3eef54,Boston,74,8,7.830004|3.000000,0.01579117774963379,3.0,8.225410|3.000000,7.830004|3.000000,8.225410|3.000000,3,93911842816.000000,N/A,5
MOGP_GENERATIONAL,5c7a8d5e-f12c-11f0-894a-6e001b3eef54,Boston,74,9,10.173091|3.000000,0.022902727127075195,3.0,9.927163|3.000000,10.173091|3.000000,9.927163|3.000000,3,71302029312.000000,N/A,5
MOGP_GENERATIONAL,5c7a8d5e-f12c-11f0-894a-6e001b3eef54,Boston,74,10,10.173091|3.000000,0.014798164367675781,3.0,9.927163|3.000000,10.173091|3.000000,9.927163|3.000000,3,59171188736.000000,N/A,5
MOGP_GENERATIONAL,5c7a8d5e-f12c-11f0-894a-6e001b3eef54,Boston,74,11,10.173091|3.000000,0.0215299129486084,3.0,9.927163|3.000000,7.830004|7.000000,8.225410|7.000000,7,35292094464.000000,N/A,5
MOGP_GENERATIONAL,5c7a8d5e-f12c-11f0-894a-6e001b3eef54,Boston,74,12,10.233952|3.000000,0.022198915481567383,3.0,10.211401|3.000000,10.233952|3.000000,10.211401|3.000000,3,5950.348633,N/A,5
MOGP_GENERATIONAL,5c7a8d5e-f12c-11f0-894a-6e001b3eef54,Boston,74,13,10.233952|3.000000,0.01571202278137207,3.0,10.211401|3.000000,10.233952|3.000000,10.211401|3.000000,3,85690007552.000000,N/A,5
MOGP_GENERATIONAL,5c7a8d5e-f12c-11f0-894a-6e001b3eef54,Boston,74,14,10.233952|3.000000,0.014952898025512695,3.0,10.211401|3.000000,10.233952|3.000000,10.211401|3.000000,3,91927117824.000000,N/A,5
