MOGP_NSGAII,54a10dfe-f129-11f0-9e32-6e001b3eef54,Cooling,74,0,9.600988|3.000000|0.000000,1.2069318294525146,3.0,9.346848|3.000000|0.000000,N/A,N/A,0,243733938176.000000,N/A,5
MOGP_NSGAII,54a10dfe-f129-11f0-9e32-6e001b3eef54,Cooling,74,1,9.600988|3.000000|0.000000,4.820954084396362,3.0,9.346848|3.000000|0.000000,9.600988|3.000000|0.000000,9.346848|3.000000|0.000000,3,3.420359,N/A,5
MOGP_NSGAII,54a10dfe-f129-11f0-9e32-6e001b3eef54,Cooling,74,2,9.600988|3.000000|0.000000,5.0243048667907715,3.0,9.346848|3.000000|0.000000,4.605805|3.000000|1.000000,4.407163|3.000000|1.000000,3,2946.505371,N/A,5
MOGP_NSGAII,54a10dfe-f129-11f0-9e32-6e001b3eef54,Cooling,74,3,9.600988|3.000000|0.000000,4.4553751945495605,3.0,9.346848|3.000000|0.000000,4.605805|3.000000|1.000000,4.407163|3.000000|1.000000,3,19929.285156,N/A,5
MOGP_NSGAII,54a10dfe-f129-11f0-9e32-6e001b3eef54,Cooling,74,4,9.600988|3.000000|0.000000,4.8400938510894775,3.0,9.346848|3.000000|0.000000,4.605805|3.000000|1.000000,4.407163|3.000000|1.000000,3,5.198311,N/A,5
MOGP_NSGAII,54a10dfe-f129-11f0-9e32-6e001b3eef54,Cooling,74,5,9.600988|3.000000|0.000000,4.7101099491119385,3.0,9.346848|3.000000|0.000000,4.605805|3.000000|1.000000,4.407163|3.000000|1.000000,3,3.277934,N/A,5
MOGP_NSGAII,54a10dfe-f129-11f0-9e32-6e001b3eef54,Cooling,74,6,9.600988|3.000000|0.000000,4.815411806106567,3.0,9.346848|3.000000|0.000000,4.605805|3.000000|1.000000,4.407163|3.000000|1.000000,3,2.296181,N/A,5
MOGP_NSGAII,54a10dfe-f129-11f0-9e32-6e001b3eef54,Cooling,74,7,9.600988|3.000000|0.000000,4.889907121658325,3.0,9.346848|3.000000|0.000000,4.605805|3.000000|1.000000,4.407163|3.000000|1.000000,3,2.065500,N/A,5
MOGP_NSGAII,54a10dfe-f129-11f0-9e32-6e001b3eef54,Cooling,74,8,9.600988|3.000000|0.000000,5.659213066101074,3.0,9.346848|3.000000|0.000000,4.605805|3.000000|1.000000,4.407163|3.000000|1.000000,3,1.964643,N/A,5
MOGP_NSGAII,54a10dfe-f129-11f0-9e32-6e001b3eef54,Cooling,74,9,9.600988|3.000000|0.000000,6.260775089263916,3.0,9.346848|3.000000|0.000000,4.605805|3.000000|1.000000,4.407163|3.000000|1.000000,3,2.257303,N/A,5
MOGP_NSGAII,54a10dfe-f129-11f0-9e32-6e001b3eef54,Cooling,74,10,9.600988|3.000000|0.000000,6.78411602973938,3.0,9.346848|3.000000|0.000000,4.605805|3.000000|1.000000,4.407163|3.000000|1.000000,3,2.499434,N/A,5
MOGP_NSGAII,54a10dfe-f129-11f0-9e32-6e001b3eef54,Cooling,74,11,9.600988|3.000000|0.000000,6.597563982009888,3.0,9.346848|3.000000|0.000000,4.605805|3.000000|1.000000,4.407163|3.000000|1.000000,3,2.223075,N/A,5
