MOGP_NSGAII,da620216-eaa0-11f0-81bf-6e001b3eef54,Boston,74,0,19.275753|3.000000|0.000000,1.083604097366333,3.0,20.952639|3.000000|0.000000,N/A,N/A,0,243894075392.000000,N/A,5
MOGP_NSGAII,da620216-eaa0-11f0-81bf-6e001b3eef54,Boston,74,1,9.438225|3.000000|0.000000,4.520637035369873,3.0,9.686531|3.000000|0.000000,9.285441|5.000000|2.000000,11.921140|5.000000|2.000000,5,29.416170,N/A,5
MOGP_NSGAII,da620216-eaa0-11f0-81bf-6e001b3eef54,Boston,74,2,9.176264|3.000000|0.000000,4.325900077819824,3.0,9.596254|3.000000|0.000000,9.176264|3.000000|0.000000,9.596254|3.000000|0.000000,3,29.841873,N/A,5
MOGP_NSGAII,da620216-eaa0-11f0-81bf-6e001b3eef54,Boston,74,3,9.176264|3.000000|0.000000,4.363941192626953,3.0,9.596254|3.000000|0.000000,9.176264|3.000000|0.000000,9.596254|3.000000|0.000000,3,4.515216,N/A,5
MOGP_NSGAII,da620216-eaa0-11f0-81bf-6e001b3eef54,Boston,74,4,9.176264|3.000000|0.000000,4.572230100631714,3.0,9.596254|3.000000|0.000000,9.176264|3.000000|0.000000,9.596254|3.000000|0.000000,3,2.317182,N/A,5
MOGP_NSGAII,da620216-eaa0-11f0-81bf-6e001b3eef54,Boston,74,5,9.176264|3.000000|0.000000,4.814114809036255,3.0,9.596254|3.000000|0.000000,9.176264|3.000000|0.000000,9.596254|3.000000|0.000000,3,1.019493,N/A,5
MOGP_NSGAII,da620216-eaa0-11f0-81bf-6e001b3eef54,Boston,74,6,9.031888|3.000000|0.000000,5.178361892700195,3.0,9.943125|3.000000|0.000000,9.031888|3.000000|0.000000,9.943125|3.000000|0.000000,3,0.519613,N/A,5
MOGP_NSGAII,da620216-eaa0-11f0-81bf-6e001b3eef54,Boston,74,7,9.031888|3.000000|0.000000,5.635741233825684,3.0,9.943125|3.000000|0.000000,9.031888|3.000000|0.000000,9.943125|3.000000|0.000000,3,0.259095,N/A,5
MOGP_NSGAII,da620216-eaa0-11f0-81bf-6e001b3eef54,Boston,74,8,9.031888|3.000000|0.000000,6.480009078979492,3.0,9.943125|3.000000|0.000000,9.031888|3.000000|0.000000,9.943125|3.000000|0.000000,3,0.211430,N/A,5
MOGP_NSGAII,da620216-eaa0-11f0-81bf-6e001b3eef54,Boston,74,9,9.031888|3.000000|0.000000,6.111426115036011,3.0,9.943125|3.000000|0.000000,9.031888|3.000000|0.000000,9.943125|3.000000|0.000000,3,0.208215,N/A,5
MOGP_NSGAII,da620216-eaa0-11f0-81bf-6e001b3eef54,Boston,74,10,9.031888|3.000000|0.000000,7.279620170593262,3.0,9.943125|3.000000|0.000000,9.031888|3.000000|0.000000,9.943125|3.000000|0.000000,3,0.044527,N/A,5
MOGP_NSGAII,da620216-eaa0-11f0-81bf-6e001b3eef54,Boston,74,11,9.031888|3.000000|0.000000,10.450923204421997,3.0,9.943125|3.000000|0.000000,9.031888|3.000000|0.000000,9.943125|3.000000|0.000000,3,0.044527,N/A,5
MOGP_NSGAII,da620216-eaa0-11f0-81bf-6e001b3eef54,Boston,74,12,9.031888|3.000000|0.000000,10.149066925048828,3.0,9.943125|3.000000|0.000000,9.031888|3.000000|0.000000,9.943125|3.000000|0.000000,3,0.044527,N/A,5
