MOGP_NSGAII,47d20f10-ebed-11f0-bd28-6e001b3eef54,Cooling,74,0,9.623449|3.000000,1.1012489795684814,3.0,9.292997|3.000000,N/A,N/A,0,244547780608.000000,N/A,5
MOGP_NSGAII,47d20f10-ebed-11f0-bd28-6e001b3eef54,Cooling,74,1,8.337427|3.000000,4.608446836471558,3.0,8.349107|3.000000,8.337427|3.000000,8.349107|3.000000,3,3.356996,N/A,5
MOGP_NSGAII,47d20f10-ebed-11f0-bd28-6e001b3eef54,Cooling,74,2,8.337427|3.000000,4.37141489982605,3.0,8.349107|3.000000,6.489070|5.000000,6.624230|5.000000,5,3.727072,N/A,5
MOGP_NSGAII,47d20f10-ebed-11f0-bd28-6e001b3eef54,Cooling,74,3,8.337427|3.000000,4.200153827667236,3.0,8.349107|3.000000,6.489070|5.000000,6.624230|5.000000,5,3.329838,N/A,5
MOGP_NSGAII,47d20f10-ebed-11f0-bd28-6e001b3eef54,Cooling,74,4,8.337427|3.000000,4.260128974914551,3.0,8.349107|3.000000,4.298600|5.000000,4.296819|5.000000,5,2.957163,N/A,5
MOGP_NSGAII,47d20f10-ebed-11f0-bd28-6e001b3eef54,Cooling,74,5,4.541265|3.000000,4.313785791397095,3.0,4.560205|3.000000,4.298600|5.000000,4.296819|5.000000,5,2.725938,N/A,5
MOGP_NSGAII,47d20f10-ebed-11f0-bd28-6e001b3eef54,Cooling,74,6,4.541265|3.000000,4.407183885574341,3.0,4.560205|3.000000,4.298600|5.000000,4.296819|5.000000,5,2.413627,N/A,5
MOGP_NSGAII,47d20f10-ebed-11f0-bd28-6e001b3eef54,Cooling,74,7,4.541265|3.000000,4.432337045669556,3.0,4.560205|3.000000,4.298600|5.000000,4.296819|5.000000,5,2.261268,N/A,5
MOGP_NSGAII,47d20f10-ebed-11f0-bd28-6e001b3eef54,Cooling,74,8,4.541265|3.000000,4.624490022659302,3.0,4.560205|3.000000,4.298600|5.000000,4.296819|5.000000,5,2.214371,N/A,5
MOGP_NSGAII,47d20f10-ebed-11f0-bd28-6e001b3eef54,Cooling,74,9,4.541265|3.000000,4.691004991531372,3.0,4.560205|3.000000,4.298600|5.000000,4.296819|5.000000,5,2.134249,N/A,5
MOGP_NSGAII,47d20f10-ebed-11f0-bd28-6e001b3eef54,Cooling,74,10,4.541265|3.000000,4.862514972686768,3.0,4.560205|3.000000,4.298600|5.000000,4.296819|5.000000,5,2.101565,N/A,5
MOGP_NSGAII,47d20f10-ebed-11f0-bd28-6e001b3eef54,Cooling,74,11,4.541265|3.000000,5.116582155227661,3.0,4.560205|3.000000,4.298600|5.000000,4.296819|5.000000,5,1.753782,N/A,5
MOGP_NSGAII,47d20f10-ebed-11f0-bd28-6e001b3eef54,Cooling,74,12,4.541265|3.000000,5.600975036621094,3.0,4.560205|3.000000,4.298600|5.000000,4.296819|5.000000,5,0.446202,N/A,5
MOGP_NSGAII,47d20f10-ebed-11f0-bd28-6e001b3eef54,Cooling,74,13,4.541265|3.000000,6.603697061538696,3.0,4.560205|3.000000,4.298600|5.000000,4.296819|5.000000,5,0.017116,N/A,5
MOGP_NSGAII,47d20f10-ebed-11f0-bd28-6e001b3eef54,Cooling,74,14,4.541265|3.000000,7.222341060638428,3.0,4.560205|3.000000,4.298600|5.000000,4.296819|5.000000,5,0.017116,N/A,5
MOGP_NSGAII,47d20f10-ebed-11f0-bd28-6e001b3eef54,Cooling,74,15,4.541265|3.000000,7.325484991073608,3.0,4.560205|3.000000,4.298600|5.000000,4.296819|5.000000,5,0.017116,N/A,5
MOGP_NSGAII,47d20f10-ebed-11f0-bd28-6e001b3eef54,Cooling,74,16,4.541265|3.000000,7.389497756958008,3.0,4.560205|3.000000,4.298600|5.000000,4.296819|5.000000,5,0.017116,N/A,5
MOGP_NSGAII,47d20f10-ebed-11f0-bd28-6e001b3eef54,Cooling,74,17,4.541265|3.000000,7.042744874954224,3.0,4.560205|3.000000,4.298600|5.000000,4.296819|5.000000,5,0.017116,N/A,5
