MOGP_NSGAII,2bb8c57c-f0b0-11f0-8802-6e001b3eef54,Boston,74,0,20.118666|3.000000|0.000000,1.0223937034606934,3.0,19.017836|3.000000|0.000000,N/A,N/A,0,242212732928.000000,N/A,5
MOGP_NSGAII,2bb8c57c-f0b0-11f0-8802-6e001b3eef54,Boston,74,1,9.474507|3.000000|0.000000,4.098600149154663,3.0,9.603683|3.000000|0.000000,9.474507|3.000000|0.000000,9.603683|3.000000|0.000000,3,238847.046875,N/A,5
MOGP_NSGAII,2bb8c57c-f0b0-11f0-8802-6e001b3eef54,Boston,74,2,9.301398|3.000000|0.000000,4.014423131942749,3.0,9.311450|3.000000|0.000000,8.892615|5.000000|2.000000,8.892625|5.000000|2.000000,5,238847.156250,N/A,5
MOGP_NSGAII,2bb8c57c-f0b0-11f0-8802-6e001b3eef54,Boston,74,3,9.301398|3.000000|0.000000,4.069509983062744,3.0,9.311450|3.000000|0.000000,8.892615|5.000000|2.000000,8.892625|5.000000|2.000000,5,4.574122,N/A,5
MOGP_NSGAII,2bb8c57c-f0b0-11f0-8802-6e001b3eef54,Boston,74,4,9.301398|3.000000|0.000000,4.164659023284912,3.0,9.311450|3.000000|0.000000,7.830004|3.000000|1.000000,8.225410|3.000000|1.000000,3,2.456700,N/A,5
MOGP_NSGAII,2bb8c57c-f0b0-11f0-8802-6e001b3eef54,Boston,74,5,9.301398|3.000000|0.000000,4.488329172134399,3.0,9.311450|3.000000|0.000000,7.830004|3.000000|1.000000,8.225410|3.000000|1.000000,3,1.065690,N/A,5
MOGP_NSGAII,2bb8c57c-f0b0-11f0-8802-6e001b3eef54,Boston,74,6,9.301398|3.000000|0.000000,5.053421974182129,3.0,9.311450|3.000000|0.000000,7.830004|3.000000|1.000000,8.225410|3.000000|1.000000,3,0.510443,N/A,5
MOGP_NSGAII,2bb8c57c-f0b0-11f0-8802-6e001b3eef54,Boston,74,7,9.301398|3.000000|0.000000,6.405407905578613,3.0,9.311450|3.000000|0.000000,7.830004|3.000000|1.000000,8.225410|3.000000|1.000000,3,0.289000,N/A,5
MOGP_NSGAII,2bb8c57c-f0b0-11f0-8802-6e001b3eef54,Boston,74,8,9.301398|3.000000|0.000000,8.562904119491577,3.0,9.311450|3.000000|0.000000,7.830004|3.000000|1.000000,8.225410|3.000000|1.000000,3,0.301164,N/A,5
MOGP_NSGAII,2bb8c57c-f0b0-11f0-8802-6e001b3eef54,Boston,74,9,9.301398|3.000000|0.000000,8.09866976737976,3.0,9.311450|3.000000|0.000000,7.830004|3.000000|1.000000,8.225410|3.000000|1.000000,3,0.301164,N/A,5
MOGP_NSGAII,2bb8c57c-f0b0-11f0-8802-6e001b3eef54,Boston,74,10,9.301398|3.000000|0.000000,8.355718851089478,3.0,9.311450|3.000000|0.000000,7.830004|3.000000|1.000000,8.225410|3.000000|1.000000,3,0.315014,N/A,5
MOGP_NSGAII,2bb8c57c-f0b0-11f0-8802-6e001b3eef54,Boston,74,11,9.301398|3.000000|0.000000,7.933211326599121,3.0,9.311450|3.000000|0.000000,7.830004|3.000000|1.000000,8.225410|3.000000|1.000000,3,0.332472,N/A,5
MOGP_NSGAII,2bb8c57c-f0b0-11f0-8802-6e001b3eef54,Boston,74,12,9.301398|3.000000|0.000000,7.653232097625732,3.0,9.311450|3.000000|0.000000,7.830004|3.000000|1.000000,8.225410|3.000000|1.000000,3,0.337953,N/A,5
MOGP_NSGAII,2bb8c57c-f0b0-11f0-8802-6e001b3eef54,Boston,74,13,9.301398|3.000000|0.000000,7.8651063442230225,3.0,9.311450|3.000000|0.000000,7.830004|3.000000|1.000000,8.225410|3.000000|1.000000,3,0.348455,N/A,5
MOGP_NSGAII,2bb8c57c-f0b0-11f0-8802-6e001b3eef54,Boston,74,14,9.301398|3.000000|0.000000,7.674099922180176,3.0,9.311450|3.000000|0.000000,7.830004|3.000000|1.000000,8.225410|3.000000|1.000000,3,0.368136,N/A,5
MOGP_NSGAII,2bb8c57c-f0b0-11f0-8802-6e001b3eef54,Boston,74,15,9.301398|3.000000|0.000000,7.1184608936309814,3.0,9.311450|3.000000|0.000000,7.830004|3.000000|1.000000,8.225410|3.000000|1.000000,3,0.402953,N/A,5
MOGP_NSGAII,2bb8c57c-f0b0-11f0-8802-6e001b3eef54,Boston,74,16,9.301398|3.000000|0.000000,6.627702951431274,3.0,9.311450|3.000000|0.000000,7.830004|3.000000|1.000000,8.225410|3.000000|1.000000,3,0.446960,N/A,5
MOGP_NSGAII,2bb8c57c-f0b0-11f0-8802-6e001b3eef54,Boston,74,17,9.301398|3.000000|0.000000,5.875152111053467,3.0,9.311450|3.000000|0.000000,7.830004|3.000000|1.000000,8.225410|3.000000|1.000000,3,0.488706,N/A,5
MOGP_NSGAII,2bb8c57c-f0b0-11f0-8802-6e001b3eef54,Boston,74,18,9.301398|3.000000|0.000000,5.674488067626953,3.0,9.311450|3.000000|0.000000,7.830004|3.000000|1.000000,8.225410|3.000000|1.000000,3,0.459809,N/A,5
MOGP_NSGAII,2bb8c57c-f0b0-11f0-8802-6e001b3eef54,Boston,74,19,9.301398|3.000000|0.000000,7.050381898880005,3.0,9.311450|3.000000|0.000000,7.830004|3.000000|1.000000,8.225410|3.000000|1.000000,3,0.120030,N/A,5
MOGP_NSGAII,2bb8c57c-f0b0-11f0-8802-6e001b3eef54,Boston,74,20,9.301398|3.000000|0.000000,9.648385763168335,3.0,9.311450|3.000000|0.000000,7.830004|3.000000|1.000000,8.225410|3.000000|1.000000,3,0.120030,N/A,5
MOGP_NSGAII,2bb8c57c-f0b0-11f0-8802-6e001b3eef54,Boston,74,21,9.301398|3.000000|0.000000,9.626245260238647,3.0,9.311450|3.000000|0.000000,7.830004|3.000000|1.000000,8.225410|3.000000|1.000000,3,0.120030,N/A,5
MOGP_NSGAII,2bb8c57c-f0b0-11f0-8802-6e001b3eef54,Boston,74,22,9.301398|3.000000|0.000000,9.596528768539429,3.0,9.311450|3.000000|0.000000,7.830004|3.000000|1.000000,8.225410|3.000000|1.000000,3,0.120030,N/A,5
MOGP_NSGAII,2bb8c57c-f0b0-11f0-8802-6e001b3eef54,Boston,74,23,9.301398|3.000000|0.000000,9.625892877578735,3.0,9.311450|3.000000|0.000000,7.830004|3.000000|1.000000,8.225410|3.000000|1.000000,3,0.120030,N/A,5
MOGP_NSGAII,2bb8c57c-f0b0-11f0-8802-6e001b3eef54,Boston,74,24,9.301398|3.000000|0.000000,9.487570762634277,3.0,9.311450|3.000000|0.000000,7.830004|3.000000|1.000000,8.225410|3.000000|1.000000,3,0.120030,N/A,5
MOGP_NSGAII,2bb8c57c-f0b0-11f0-8802-6e001b3eef54,Boston,74,25,9.301398|3.000000|0.000000,9.601466178894043,3.0,9.311450|3.000000|0.000000,7.830004|3.000000|1.000000,8.225410|3.000000|1.000000,3,0.120030,N/A,5
MOGP_NSGAII,2bb8c57c-f0b0-11f0-8802-6e001b3eef54,Boston,74,26,9.301398|3.000000|0.000000,9.661304235458374,3.0,9.311450|3.000000|0.000000,7.830004|3.000000|1.000000,8.225410|3.000000|1.000000,3,0.120030,N/A,5
MOGP_NSGAII,2bb8c57c-f0b0-11f0-8802-6e001b3eef54,Boston,74,27,9.301398|3.000000|0.000000,9.46104383468628,3.0,9.311450|3.000000|0.000000,7.830004|3.000000|1.000000,8.225410|3.000000|1.000000,3,0.120030,N/A,5
MOGP_NSGAII,2bb8c57c-f0b0-11f0-8802-6e001b3eef54,Boston,74,28,9.301398|3.000000|0.000000,9.550319910049438,3.0,9.311450|3.000000|0.000000,7.830004|3.000000|1.000000,8.225410|3.000000|1.000000,3,0.120030,N/A,5
MOGP_NSGAII,2bb8c57c-f0b0-11f0-8802-6e001b3eef54,Boston,74,29,9.301398|3.000000|0.000000,9.479423999786377,3.0,9.311450|3.000000|0.000000,7.830004|3.000000|1.000000,8.225410|3.000000|1.000000,3,0.120030,N/A,5
MOGP_NSGAII,2bb8c57c-f0b0-11f0-8802-6e001b3eef54,Boston,74,30,9.301398|3.000000|0.000000,9.583802938461304,3.0,9.311450|3.000000|0.000000,7.830004|3.000000|1.000000,8.225410|3.000000|1.000000,3,0.120030,N/A,5
MOGP_NSGAII,2bb8c57c-f0b0-11f0-8802-6e001b3eef54,Boston,74,31,9.301398|3.000000|0.000000,9.708047151565552,3.0,9.311450|3.000000|0.000000,7.830004|3.000000|1.000000,8.225410|3.000000|1.000000,3,0.120030,N/A,5
MOGP_NSGAII,2bb8c57c-f0b0-11f0-8802-6e001b3eef54,Boston,74,32,9.301398|3.000000|0.000000,9.559791088104248,3.0,9.311450|3.000000|0.000000,7.830004|3.000000|1.000000,8.225410|3.000000|1.000000,3,0.120030,N/A,5
