MOGP_NSGAII,a0ee4996-ebf8-11f0-80b7-6e001b3eef54,Cooling,74,0,9.607093|3.000000|0.000000,1.2367889881134033,3.0,9.332255|3.000000|0.000000,N/A,N/A,0,244720664576.000000,N/A,5
MOGP_NSGAII,a0ee4996-ebf8-11f0-80b7-6e001b3eef54,Cooling,74,1,9.607093|3.000000|0.000000,4.881778955459595,3.0,9.332255|3.000000|0.000000,9.607093|3.000000|0.000000,9.332255|3.000000|0.000000,3,3.516978,N/A,5
MOGP_NSGAII,a0ee4996-ebf8-11f0-80b7-6e001b3eef54,Cooling,74,2,9.574192|3.000000|0.000000,4.735846757888794,3.0,9.379475|3.000000|0.000000,9.574192|3.000000|0.000000,9.379475|3.000000|0.000000,3,19880.796875,N/A,5
MOGP_NSGAII,a0ee4996-ebf8-11f0-80b7-6e001b3eef54,Cooling,74,3,9.574192|3.000000|0.000000,4.860646724700928,3.0,9.379475|3.000000|0.000000,4.585071|3.000000|1.000000,4.457140|3.000000|1.000000,3,19880.937500,N/A,5
MOGP_NSGAII,a0ee4996-ebf8-11f0-80b7-6e001b3eef54,Cooling,74,4,9.574192|3.000000|0.000000,4.977146148681641,3.0,9.379475|3.000000|0.000000,4.585071|3.000000|1.000000,4.457140|3.000000|1.000000,3,4.376283,N/A,5
MOGP_NSGAII,a0ee4996-ebf8-11f0-80b7-6e001b3eef54,Cooling,74,5,9.574192|3.000000|0.000000,4.900151252746582,3.0,9.379475|3.000000|0.000000,4.585071|3.000000|1.000000,4.457140|3.000000|1.000000,3,2.695547,N/A,5
MOGP_NSGAII,a0ee4996-ebf8-11f0-80b7-6e001b3eef54,Cooling,74,6,9.574192|3.000000|0.000000,5.0938239097595215,3.0,9.379475|3.000000|0.000000,4.479474|5.000000|1.000000,4.143986|5.000000|1.000000,5,2.325379,N/A,5
MOGP_NSGAII,a0ee4996-ebf8-11f0-80b7-6e001b3eef54,Cooling,74,7,9.574192|3.000000|0.000000,5.169006109237671,3.0,9.379475|3.000000|0.000000,4.479474|5.000000|1.000000,4.143986|5.000000|1.000000,5,2.095194,N/A,5
MOGP_NSGAII,a0ee4996-ebf8-11f0-80b7-6e001b3eef54,Cooling,74,8,9.574192|3.000000|0.000000,5.188935995101929,3.0,9.379475|3.000000|0.000000,4.479474|5.000000|1.000000,4.143986|5.000000|1.000000,5,2.198054,N/A,5
MOGP_NSGAII,a0ee4996-ebf8-11f0-80b7-6e001b3eef54,Cooling,74,9,9.574192|3.000000|0.000000,5.912701845169067,3.0,9.379475|3.000000|0.000000,4.479474|5.000000|1.000000,4.143986|5.000000|1.000000,5,2.436433,N/A,5
MOGP_NSGAII,a0ee4996-ebf8-11f0-80b7-6e001b3eef54,Cooling,74,10,9.574192|3.000000|0.000000,7.774917125701904,3.0,9.379475|3.000000|0.000000,4.479474|5.000000|1.000000,4.143986|5.000000|1.000000,5,0.501693,N/A,5
MOGP_NSGAII,a0ee4996-ebf8-11f0-80b7-6e001b3eef54,Cooling,74,11,9.574192|3.000000|0.000000,12.087748050689697,3.0,9.379475|3.000000|0.000000,4.479474|5.000000|1.000000,4.143986|5.000000|1.000000,5,0.501693,N/A,5
MOGP_NSGAII,a0ee4996-ebf8-11f0-80b7-6e001b3eef54,Cooling,74,12,9.574192|3.000000|0.000000,12.073869228363037,3.0,9.379475|3.000000|0.000000,4.479474|5.000000|1.000000,4.143986|5.000000|1.000000,5,0.501693,N/A,5
MOGP_NSGAII,a0ee4996-ebf8-11f0-80b7-6e001b3eef54,Cooling,74,13,9.574192|3.000000|0.000000,11.996448993682861,3.0,9.379475|3.000000|0.000000,4.479474|5.000000|1.000000,4.143986|5.000000|1.000000,5,0.501693,N/A,5
MOGP_NSGAII,a0ee4996-ebf8-11f0-80b7-6e001b3eef54,Cooling,74,14,9.574192|3.000000|0.000000,11.91840410232544,3.0,9.379475|3.000000|0.000000,4.479474|5.000000|1.000000,4.143986|5.000000|1.000000,5,0.501693,N/A,5
