MOGP_NSGAII,d6f8c4a2-ea5a-11f0-97eb-6e001b3eef54,Boston,74,0,19.729067|3.000000|0.000000,1.4396231174468994,3.0,19.945778|3.000000|0.000000,N/A,N/A,0,243166330880.000000,N/A,5
MOGP_NSGAII,d6f8c4a2-ea5a-11f0-97eb-6e001b3eef54,Boston,74,1,9.244568|3.000000|0.000000,5.982471942901611,3.0,10.112127|3.000000|0.000000,9.244568|3.000000|0.000000,10.112127|3.000000|0.000000,3,238847.078125,N/A,5
MOGP_NSGAII,d6f8c4a2-ea5a-11f0-97eb-6e001b3eef54,Boston,74,2,9.036079|3.000000|0.000000,5.861999988555908,3.0,9.901217|3.000000|0.000000,7.984262|7.000000|1.000000,9.156143|7.000000|1.000000,7,337356.406250,N/A,5
MOGP_NSGAII,d6f8c4a2-ea5a-11f0-97eb-6e001b3eef54,Boston,74,3,9.036079|3.000000|0.000000,5.7951812744140625,3.0,9.901217|3.000000|0.000000,7.984262|7.000000|1.000000,9.156143|7.000000|1.000000,7,4.711992,N/A,5
MOGP_NSGAII,d6f8c4a2-ea5a-11f0-97eb-6e001b3eef54,Boston,74,4,9.036079|3.000000|0.000000,5.97608494758606,3.0,9.901217|3.000000|0.000000,7.984262|7.000000|1.000000,9.156143|7.000000|1.000000,7,2.222407,N/A,5
MOGP_NSGAII,d6f8c4a2-ea5a-11f0-97eb-6e001b3eef54,Boston,74,5,9.036079|3.000000|0.000000,6.1930577754974365,3.0,9.901217|3.000000|0.000000,7.984262|7.000000|1.000000,9.156143|7.000000|1.000000,7,1.208542,N/A,5
MOGP_NSGAII,d6f8c4a2-ea5a-11f0-97eb-6e001b3eef54,Boston,74,6,9.036079|3.000000|0.000000,6.284424066543579,3.0,9.901217|3.000000|0.000000,7.984262|7.000000|1.000000,9.156143|7.000000|1.000000,7,0.805047,N/A,5
MOGP_NSGAII,d6f8c4a2-ea5a-11f0-97eb-6e001b3eef54,Boston,74,7,9.036079|3.000000|0.000000,6.47847318649292,3.0,9.901217|3.000000|0.000000,7.984262|7.000000|1.000000,9.156143|7.000000|1.000000,7,0.691912,N/A,5
MOGP_NSGAII,d6f8c4a2-ea5a-11f0-97eb-6e001b3eef54,Boston,74,8,9.036079|3.000000|0.000000,6.847235202789307,3.0,9.901217|3.000000|0.000000,7.984262|7.000000|1.000000,9.156143|7.000000|1.000000,7,0.445979,N/A,5
MOGP_NSGAII,d6f8c4a2-ea5a-11f0-97eb-6e001b3eef54,Boston,74,9,9.036079|3.000000|0.000000,7.471842050552368,3.0,9.901217|3.000000|0.000000,7.984262|7.000000|1.000000,9.156143|7.000000|1.000000,7,0.316818,N/A,5
MOGP_NSGAII,d6f8c4a2-ea5a-11f0-97eb-6e001b3eef54,Boston,74,10,9.036079|3.000000|0.000000,10.25360107421875,3.0,9.901217|3.000000|0.000000,7.984262|7.000000|1.000000,9.156143|7.000000|1.000000,7,0.083380,N/A,5
MOGP_NSGAII,d6f8c4a2-ea5a-11f0-97eb-6e001b3eef54,Boston,74,11,9.036079|3.000000|0.000000,12.699357748031616,3.0,9.901217|3.000000|0.000000,7.984262|7.000000|1.000000,9.156143|7.000000|1.000000,7,0.083380,N/A,5
MOGP_NSGAII,d6f8c4a2-ea5a-11f0-97eb-6e001b3eef54,Boston,74,12,9.036079|3.000000|0.000000,12.480735063552856,3.0,9.901217|3.000000|0.000000,7.984262|7.000000|1.000000,9.156143|7.000000|1.000000,7,0.083380,N/A,5
MOGP_NSGAII,d6f8c4a2-ea5a-11f0-97eb-6e001b3eef54,Boston,74,13,9.036079|3.000000|0.000000,12.485398054122925,3.0,9.901217|3.000000|0.000000,7.984262|7.000000|1.000000,9.156143|7.000000|1.000000,7,0.084486,N/A,5
MOGP_NSGAII,d6f8c4a2-ea5a-11f0-97eb-6e001b3eef54,Boston,74,14,9.036079|3.000000|0.000000,12.511228084564209,3.0,9.901217|3.000000|0.000000,7.984262|7.000000|1.000000,9.156143|7.000000|1.000000,7,0.085405,N/A,5
MOGP_NSGAII,d6f8c4a2-ea5a-11f0-97eb-6e001b3eef54,Boston,74,15,9.036079|3.000000|0.000000,12.286153078079224,3.0,9.901217|3.000000|0.000000,7.984262|7.000000|1.000000,9.156143|7.000000|1.000000,7,0.086461,N/A,5
