MOGP_NSGAII,29a7357e-f24b-11f0-a51a-6e001b3eef54,Toxicity,74,0,2496.589355|3.000000,1.373077154159546,3.0,1877.684692|3.000000,N/A,N/A,0,158355324928.000000,N/A,5
MOGP_NSGAII,29a7357e-f24b-11f0-a51a-6e001b3eef54,Toxicity,74,1,2496.589355|3.000000,4.945515871047974,3.0,1877.684692|3.000000,2308.530273|13.000000,1803.077759|13.000000,13,65.642189,N/A,5
MOGP_NSGAII,29a7357e-f24b-11f0-a51a-6e001b3eef54,Toxicity,74,2,2313.742432|3.000000,4.631997108459473,3.0,1971.942749|3.000000,2307.160156|13.000000,1802.995850|13.000000,13,89.719551,N/A,5
MOGP_NSGAII,29a7357e-f24b-11f0-a51a-6e001b3eef54,Toxicity,74,3,2313.742432|3.000000,4.577043056488037,3.0,1971.942749|3.000000,2288.779785|17.000000,1793.186768|17.000000,17,102.006020,N/A,5
MOGP_NSGAII,29a7357e-f24b-11f0-a51a-6e001b3eef54,Toxicity,74,4,2313.742432|3.000000,4.599462032318115,3.0,1971.942749|3.000000,2143.454834|11.000000,1866.092163|11.000000,11,107.286583,N/A,5
MOGP_NSGAII,29a7357e-f24b-11f0-a51a-6e001b3eef54,Toxicity,74,5,2313.742432|3.000000,4.5188798904418945,3.0,1971.942749|3.000000,2143.454834|11.000000,1866.092163|11.000000,11,118.487450,N/A,5
MOGP_NSGAII,29a7357e-f24b-11f0-a51a-6e001b3eef54,Toxicity,74,6,2310.581543|3.000000,4.5167741775512695,3.0,1963.511108|3.000000,2143.454834|11.000000,1866.092163|11.000000,11,112.921196,N/A,5
MOGP_NSGAII,29a7357e-f24b-11f0-a51a-6e001b3eef54,Toxicity,74,7,2310.581543|3.000000,4.519748687744141,3.0,1963.511108|3.000000,2143.454834|11.000000,1866.092163|11.000000,11,83.359093,N/A,5
MOGP_NSGAII,29a7357e-f24b-11f0-a51a-6e001b3eef54,Toxicity,74,8,2310.581543|3.000000,4.502644062042236,3.0,1963.511108|3.000000,2143.454834|11.000000,1866.092163|11.000000,11,57.706238,N/A,5
MOGP_NSGAII,29a7357e-f24b-11f0-a51a-6e001b3eef54,Toxicity,74,9,2310.581543|3.000000,4.53419303894043,3.0,1963.511108|3.000000,2143.366943|11.000000,1869.058716|11.000000,11,47.571583,N/A,5
MOGP_NSGAII,29a7357e-f24b-11f0-a51a-6e001b3eef54,Toxicity,74,10,2310.581543|3.000000,4.4821860790252686,3.0,1963.511108|3.000000,2143.366943|11.000000,1869.058716|11.000000,11,50.971268,N/A,5
MOGP_NSGAII,29a7357e-f24b-11f0-a51a-6e001b3eef54,Toxicity,74,11,2310.581543|3.000000,4.486393213272095,3.0,1963.511108|3.000000,2143.366943|11.000000,1869.058716|11.000000,11,51.907070,N/A,5
