MOGP_NSGAII,4c6e65de-f217-11f0-8a9c-6e001b3eef54,Toxicity,74,0,2618.424072|3.000000|0.000000,1.131316900253296,3.0,2597.445312|3.000000|0.000000,N/A,N/A,0,159506874368.000000,N/A,5
MOGP_NSGAII,4c6e65de-f217-11f0-8a9c-6e001b3eef54,Toxicity,74,1,2617.792969|3.000000|0.000000,4.235128879547119,3.0,2596.803955|3.000000|0.000000,2200.042969|13.000000|4.000000,2091.412109|13.000000|4.000000,13,2014940.750000,N/A,5
MOGP_NSGAII,4c6e65de-f217-11f0-8a9c-6e001b3eef54,Toxicity,74,2,2096.035156|3.000000|0.000000,4.038089990615845,3.0,2055.800537|3.000000|0.000000,2096.035156|3.000000|0.000000,2055.800537|3.000000|0.000000,3,2015246.375000,N/A,5
MOGP_NSGAII,4c6e65de-f217-11f0-8a9c-6e001b3eef54,Toxicity,74,3,2096.035156|3.000000|0.000000,3.88828182220459,3.0,2055.800537|3.000000|0.000000,2096.035156|3.000000|0.000000,2055.800537|3.000000|0.000000,3,6993711.000000,N/A,5
MOGP_NSGAII,4c6e65de-f217-11f0-8a9c-6e001b3eef54,Toxicity,74,4,2096.035156|3.000000|0.000000,3.974431037902832,3.0,2055.800537|3.000000|0.000000,2077.874023|17.000000|6.000000,1899.310181|17.000000|6.000000,17,150.075363,N/A,5
MOGP_NSGAII,4c6e65de-f217-11f0-8a9c-6e001b3eef54,Toxicity,74,5,2096.035156|3.000000|0.000000,4.124917030334473,3.0,2055.800537|3.000000|0.000000,2077.874023|17.000000|6.000000,1899.310181|17.000000|6.000000,17,175.035461,N/A,5
MOGP_NSGAII,4c6e65de-f217-11f0-8a9c-6e001b3eef54,Toxicity,74,6,2096.035156|3.000000|0.000000,3.880012035369873,3.0,2055.800537|3.000000|0.000000,2020.794800|17.000000|7.000000,1944.522461|17.000000|7.000000,17,190.156540,N/A,5
MOGP_NSGAII,4c6e65de-f217-11f0-8a9c-6e001b3eef54,Toxicity,74,7,2096.035156|3.000000|0.000000,3.7596068382263184,3.0,2055.800537|3.000000|0.000000,2020.794800|17.000000|7.000000,1944.522461|17.000000|7.000000,17,195.317810,N/A,5
MOGP_NSGAII,4c6e65de-f217-11f0-8a9c-6e001b3eef54,Toxicity,74,8,2096.035156|3.000000|0.000000,3.7617759704589844,3.0,2055.800537|3.000000|0.000000,2020.789673|13.000000|4.000000,1944.459229|13.000000|4.000000,13,201.946121,N/A,5
MOGP_NSGAII,4c6e65de-f217-11f0-8a9c-6e001b3eef54,Toxicity,74,9,2096.035156|3.000000|0.000000,4.069695949554443,3.0,2055.800537|3.000000|0.000000,2020.789673|13.000000|4.000000,1944.459229|13.000000|4.000000,13,199.427475,N/A,5
MOGP_NSGAII,4c6e65de-f217-11f0-8a9c-6e001b3eef54,Toxicity,74,10,2096.035156|3.000000|0.000000,4.553062915802002,3.0,2055.800537|3.000000|0.000000,2020.560669|13.000000|5.000000,1944.610474|13.000000|5.000000,13,202.908859,N/A,5
MOGP_NSGAII,4c6e65de-f217-11f0-8a9c-6e001b3eef54,Toxicity,74,11,2096.035156|3.000000|0.000000,5.134104013442993,3.0,2055.800537|3.000000|0.000000,2018.222290|17.000000|7.000000,1945.504150|17.000000|7.000000,17,213.654724,N/A,5
MOGP_NSGAII,4c6e65de-f217-11f0-8a9c-6e001b3eef54,Toxicity,74,12,2096.035156|3.000000|0.000000,4.595746755599976,3.0,2055.800537|3.000000|0.000000,2018.222290|17.000000|7.000000,1945.504150|17.000000|7.000000,17,214.807098,N/A,5
MOGP_NSGAII,4c6e65de-f217-11f0-8a9c-6e001b3eef54,Toxicity,74,13,2096.035156|3.000000|0.000000,4.6038289070129395,3.0,2055.800537|3.000000|0.000000,2018.222290|17.000000|7.000000,1945.504150|17.000000|7.000000,17,203.351822,N/A,5
MOGP_NSGAII,4c6e65de-f217-11f0-8a9c-6e001b3eef54,Toxicity,74,14,2096.035156|3.000000|0.000000,4.08961296081543,3.0,2055.800537|3.000000|0.000000,2018.222290|17.000000|7.000000,1945.504150|17.000000|7.000000,17,182.397736,N/A,5
