MOGP_GENERATIONAL,6925795a-f07e-11f0-97f4-6e001b3eef54,Toxicity,74,0,2353.842041|3.000000|0.000000,1.0282912254333496,3.0,3125.217041|3.000000|0.000000,N/A,N/A,0,159829098496.000000,N/A,5
MOGP_GENERATIONAL,6925795a-f07e-11f0-97f4-6e001b3eef54,Toxicity,74,1,2218.689941|3.000000|0.000000,0.989875316619873,3.0,2979.368652|3.000000|0.000000,2147.825684|3.000000|1.000000,2766.881836|3.000000|1.000000,3,105135136768.000000,N/A,5
MOGP_GENERATIONAL,6925795a-f07e-11f0-97f4-6e001b3eef54,Toxicity,74,2,2079.346436|3.000000|0.000000,1.0213890075683594,3.0,2820.458496|3.000000|0.000000,1954.566284|3.000000|1.000000,2668.965088|3.000000|1.000000,3,79348473856.000000,N/A,5
MOGP_GENERATIONAL,6925795a-f07e-11f0-97f4-6e001b3eef54,Toxicity,74,3,2079.346436|3.000000|0.000000,0.9909000396728516,3.0,2820.458496|3.000000|0.000000,1954.566284|3.000000|1.000000,2668.965088|3.000000|1.000000,3,82274140160.000000,N/A,5
MOGP_GENERATIONAL,6925795a-f07e-11f0-97f4-6e001b3eef54,Toxicity,74,4,2079.346436|3.000000|0.000000,0.9917628765106201,3.0,2820.458496|3.000000|0.000000,2057.280518|3.000000|1.000000,2567.016357|3.000000|1.000000,3,56452698112.000000,N/A,5
MOGP_GENERATIONAL,6925795a-f07e-11f0-97f4-6e001b3eef54,Toxicity,74,5,2079.346436|3.000000|0.000000,0.9988999366760254,3.0,2820.458496|3.000000|0.000000,2053.565918|5.000000|2.000000,2623.874023|5.000000|2.000000,5,31700828160.000000,N/A,5
MOGP_GENERATIONAL,6925795a-f07e-11f0-97f4-6e001b3eef54,Toxicity,74,6,2079.346436|3.000000|0.000000,1.04264497756958,3.0,2820.458496|3.000000|0.000000,2079.346436|3.000000|0.000000,2820.458496|3.000000|0.000000,3,5525115904.000000,N/A,5
MOGP_GENERATIONAL,6925795a-f07e-11f0-97f4-6e001b3eef54,Toxicity,74,7,2079.346436|3.000000|0.000000,1.0821130275726318,3.0,2820.458496|3.000000|0.000000,2079.346436|3.000000|0.000000,2820.458496|3.000000|0.000000,3,56818167808.000000,N/A,5
MOGP_GENERATIONAL,6925795a-f07e-11f0-97f4-6e001b3eef54,Toxicity,74,8,2079.346436|3.000000|0.000000,1.156723976135254,3.0,2820.458496|3.000000|0.000000,2079.346436|3.000000|0.000000,2820.458496|3.000000|0.000000,3,54536462336.000000,N/A,5
MOGP_GENERATIONAL,6925795a-f07e-11f0-97f4-6e001b3eef54,Toxicity,74,9,2079.346436|3.000000|0.000000,1.1962518692016602,3.0,2820.458496|3.000000|0.000000,2079.346436|3.000000|0.000000,2820.458496|3.000000|0.000000,3,6775409152.000000,N/A,5
MOGP_GENERATIONAL,6925795a-f07e-11f0-97f4-6e001b3eef54,Toxicity,74,10,2079.346436|3.000000|0.000000,1.8213250637054443,3.0,2820.458496|3.000000|0.000000,2079.346436|3.000000|0.000000,2820.458496|3.000000|0.000000,3,56412901376.000000,N/A,5
MOGP_GENERATIONAL,6925795a-f07e-11f0-97f4-6e001b3eef54,Toxicity,74,11,2079.346436|3.000000|0.000000,1.6798210144042969,3.0,2820.458496|3.000000|0.000000,2079.346436|3.000000|0.000000,2820.458496|3.000000|0.000000,3,79469166592.000000,N/A,5
