MOGP_NSGAII,22ed2732-e83e-11f0-a37d-6e001b3eef54,Cooling,74,0,9.544436|3.000000|0.000000,1.0172491073608398,3.0,9.480536|3.000000|0.000000,9.480536|3.000000|0.000000,3,244199587840.000000,N/A,5
MOGP_NSGAII,22ed2732-e83e-11f0-a37d-6e001b3eef54,Cooling,74,1,9.544436|3.000000|0.000000,3.8067610263824463,3.0,9.480536|3.000000|0.000000,9.480536|3.000000|0.000000,3,3.437785,N/A,5
MOGP_NSGAII,22ed2732-e83e-11f0-a37d-6e001b3eef54,Cooling,74,2,9.544436|3.000000|0.000000,3.714376211166382,3.0,9.480536|3.000000|0.000000,4.415791|5.000000|2.000000,5,4.185908,N/A,5
MOGP_NSGAII,22ed2732-e83e-11f0-a37d-6e001b3eef54,Cooling,74,3,9.544436|3.000000|0.000000,3.676274061203003,3.0,9.480536|3.000000|0.000000,4.415791|5.000000|2.000000,5,12.832083,N/A,5
MOGP_NSGAII,22ed2732-e83e-11f0-a37d-6e001b3eef54,Cooling,74,4,9.544436|3.000000|0.000000,3.7439990043640137,3.0,9.480536|3.000000|0.000000,4.415791|5.000000|2.000000,5,4.851213,N/A,5
MOGP_NSGAII,22ed2732-e83e-11f0-a37d-6e001b3eef54,Cooling,74,5,9.544436|3.000000|0.000000,3.8733367919921875,3.0,9.480536|3.000000|0.000000,4.415791|5.000000|2.000000,5,3.125576,N/A,5
MOGP_NSGAII,22ed2732-e83e-11f0-a37d-6e001b3eef54,Cooling,74,6,9.544436|3.000000|0.000000,3.8679869174957275,3.0,9.480536|3.000000|0.000000,4.415791|5.000000|2.000000,5,2.398432,N/A,5
MOGP_NSGAII,22ed2732-e83e-11f0-a37d-6e001b3eef54,Cooling,74,7,9.544436|3.000000|0.000000,3.994542121887207,3.0,9.480536|3.000000|0.000000,4.415791|5.000000|2.000000,5,2.261809,N/A,5
MOGP_NSGAII,22ed2732-e83e-11f0-a37d-6e001b3eef54,Cooling,74,8,9.544436|3.000000|0.000000,3.9788427352905273,3.0,9.480536|3.000000|0.000000,4.415791|5.000000|2.000000,5,2.127085,N/A,5
MOGP_NSGAII,22ed2732-e83e-11f0-a37d-6e001b3eef54,Cooling,74,9,9.544436|3.000000|0.000000,4.203371047973633,3.0,9.480536|3.000000|0.000000,4.415791|5.000000|2.000000,5,2.146059,N/A,5
MOGP_NSGAII,22ed2732-e83e-11f0-a37d-6e001b3eef54,Cooling,74,10,9.544436|3.000000|0.000000,4.544882297515869,3.0,9.480536|3.000000|0.000000,4.415791|5.000000|2.000000,5,2.396940,N/A,5
MOGP_NSGAII,22ed2732-e83e-11f0-a37d-6e001b3eef54,Cooling,74,11,9.544436|3.000000|0.000000,5.230684041976929,3.0,9.480536|3.000000|0.000000,4.415791|5.000000|2.000000,5,2.048224,N/A,5
MOGP_NSGAII,22ed2732-e83e-11f0-a37d-6e001b3eef54,Cooling,74,12,9.544436|3.000000|0.000000,5.64116096496582,3.0,9.480536|3.000000|0.000000,3.934028|7.000000|1.000000,7,1.484763,N/A,5
MOGP_NSGAII,22ed2732-e83e-11f0-a37d-6e001b3eef54,Cooling,74,13,9.544436|3.000000|0.000000,6.3693718910217285,3.0,9.480536|3.000000|0.000000,3.934028|7.000000|1.000000,7,1.543810,N/A,5
MOGP_NSGAII,22ed2732-e83e-11f0-a37d-6e001b3eef54,Cooling,74,14,9.544436|3.000000|0.000000,6.287320852279663,3.0,9.480536|3.000000|0.000000,3.934028|7.000000|1.000000,7,1.599025,N/A,5
MOGP_NSGAII,22ed2732-e83e-11f0-a37d-6e001b3eef54,Cooling,74,15,9.544436|3.000000|0.000000,6.2723448276519775,3.0,9.480536|3.000000|0.000000,3.934028|7.000000|1.000000,7,1.651005,N/A,5
MOGP_NSGAII,22ed2732-e83e-11f0-a37d-6e001b3eef54,Cooling,74,16,9.544436|3.000000|0.000000,6.231802225112915,3.0,9.480536|3.000000|0.000000,3.934028|7.000000|1.000000,7,1.651005,N/A,5
MOGP_NSGAII,22ed2732-e83e-11f0-a37d-6e001b3eef54,Cooling,74,17,9.544436|3.000000|0.000000,6.1788647174835205,3.0,9.480536|3.000000|0.000000,3.934028|7.000000|1.000000,7,1.723546,N/A,5
MOGP_NSGAII,22ed2732-e83e-11f0-a37d-6e001b3eef54,Cooling,74,18,9.544436|3.000000|0.000000,6.255647897720337,3.0,9.480536|3.000000|0.000000,3.934028|7.000000|1.000000,7,1.746399,N/A,5
MOGP_NSGAII,22ed2732-e83e-11f0-a37d-6e001b3eef54,Cooling,74,19,9.544436|3.000000|0.000000,6.021570682525635,3.0,9.480536|3.000000|0.000000,3.934028|7.000000|1.000000,7,1.746399,N/A,5
MOGP_NSGAII,22ed2732-e83e-11f0-a37d-6e001b3eef54,Cooling,74,20,9.544436|3.000000|0.000000,5.963708877563477,3.0,9.480536|3.000000|0.000000,3.934028|7.000000|1.000000,7,1.768746,N/A,5
MOGP_NSGAII,22ed2732-e83e-11f0-a37d-6e001b3eef54,Cooling,74,21,9.544436|3.000000|0.000000,6.06126594543457,3.0,9.480536|3.000000|0.000000,3.934028|7.000000|1.000000,7,1.768886,N/A,5
MOGP_NSGAII,22ed2732-e83e-11f0-a37d-6e001b3eef54,Cooling,74,22,9.544436|3.000000|0.000000,5.926774978637695,3.0,9.480536|3.000000|0.000000,3.934028|7.000000|1.000000,7,1.790527,N/A,5
MOGP_NSGAII,22ed2732-e83e-11f0-a37d-6e001b3eef54,Cooling,74,23,9.544436|3.000000|0.000000,5.907416820526123,3.0,9.480536|3.000000|0.000000,3.934028|7.000000|1.000000,7,1.811593,N/A,5
MOGP_NSGAII,22ed2732-e83e-11f0-a37d-6e001b3eef54,Cooling,74,24,9.544436|3.000000|0.000000,6.009988069534302,3.0,9.480536|3.000000|0.000000,3.934028|7.000000|1.000000,7,1.811593,N/A,5
MOGP_NSGAII,22ed2732-e83e-11f0-a37d-6e001b3eef54,Cooling,74,25,9.544436|3.000000|0.000000,6.028985023498535,3.0,9.480536|3.000000|0.000000,3.934028|7.000000|1.000000,7,1.832103,N/A,5
MOGP_NSGAII,22ed2732-e83e-11f0-a37d-6e001b3eef54,Cooling,74,26,9.544436|3.000000|0.000000,5.850659132003784,3.0,9.480536|3.000000|0.000000,3.934028|7.000000|1.000000,7,1.871529,N/A,5
