MOGP_GENERATIONAL,7268dc76-ec11-11f0-939b-6e001b3eef54,Boston,74,0,9.757213|3.000000,1.0868909358978271,3.0,10.855975|3.000000,N/A,N/A,0,243221774336.000000,9.382941|3.000000,5
MOGP_GENERATIONAL,7268dc76-ec11-11f0-939b-6e001b3eef54,Boston,74,1,9.757213|3.000000,0.021852970123291016,3.0,10.855975|3.000000,9.757213|3.000000,10.855975|3.000000,3,112140681216.000000,9.382941|3.000000,5
MOGP_GENERATIONAL,7268dc76-ec11-11f0-939b-6e001b3eef54,Boston,74,2,8.073854|3.000000,0.02673196792602539,3.0,9.217699|3.000000,8.073854|3.000000,9.217699|3.000000,3,57272623104.000000,9.382941|3.000000,5
MOGP_GENERATIONAL,7268dc76-ec11-11f0-939b-6e001b3eef54,Boston,74,3,8.073854|3.000000,0.05321383476257324,3.0,9.217699|3.000000,8.073854|3.000000,9.217699|3.000000,3,83710214144.000000,9.382941|3.000000,5
MOGP_GENERATIONAL,7268dc76-ec11-11f0-939b-6e001b3eef54,Boston,74,4,8.073854|3.000000,0.023456096649169922,3.0,9.217699|3.000000,8.073854|3.000000,9.217699|3.000000,3,70563127296.000000,9.382941|3.000000,5
MOGP_GENERATIONAL,7268dc76-ec11-11f0-939b-6e001b3eef54,Boston,74,5,8.073854|3.000000,0.01614093780517578,3.0,9.217699|3.000000,8.073854|3.000000,9.217699|3.000000,3,57708060672.000000,9.382941|3.000000,5
MOGP_GENERATIONAL,7268dc76-ec11-11f0-939b-6e001b3eef54,Boston,74,6,8.073854|3.000000,0.021413087844848633,3.0,9.217699|3.000000,8.073854|3.000000,9.217699|3.000000,3,72800919552.000000,9.382941|3.000000,5
MOGP_GENERATIONAL,7268dc76-ec11-11f0-939b-6e001b3eef54,Boston,74,7,8.073854|3.000000,0.016003847122192383,3.0,9.217699|3.000000,8.073854|3.000000,9.217699|3.000000,3,95179055104.000000,9.382941|3.000000,5
MOGP_GENERATIONAL,7268dc76-ec11-11f0-939b-6e001b3eef54,Boston,74,8,8.073854|3.000000,0.030114173889160156,3.0,9.217699|3.000000,8.073854|3.000000,9.217699|3.000000,3,111629164544.000000,9.382941|3.000000,5
MOGP_GENERATIONAL,7268dc76-ec11-11f0-939b-6e001b3eef54,Boston,74,9,8.073854|3.000000,0.023663043975830078,3.0,9.217699|3.000000,8.073854|3.000000,9.217699|3.000000,3,87714725888.000000,9.382941|3.000000,5
MOGP_GENERATIONAL,7268dc76-ec11-11f0-939b-6e001b3eef54,Boston,74,10,8.073854|3.000000,0.0213620662689209,3.0,9.217699|3.000000,8.073854|3.000000,9.217699|3.000000,3,82212069376.000000,9.382941|3.000000,5
MOGP_GENERATIONAL,7268dc76-ec11-11f0-939b-6e001b3eef54,Boston,74,11,8.073854|3.000000,0.01579117774963379,3.0,9.217699|3.000000,8.073854|3.000000,9.217699|3.000000,3,75495833600.000000,9.382941|3.000000,5
MOGP_GENERATIONAL,7268dc76-ec11-11f0-939b-6e001b3eef54,Boston,74,12,8.073854|3.000000,0.015086174011230469,3.0,9.217699|3.000000,8.073854|3.000000,9.217699|3.000000,3,84165263360.000000,9.382941|3.000000,5
MOGP_GENERATIONAL,7268dc76-ec11-11f0-939b-6e001b3eef54,Boston,74,13,8.073854|3.000000,0.01563119888305664,3.0,9.217699|3.000000,7.951997|5.000000,9.148480|5.000000,5,76609945600.000000,9.382941|3.000000,5
MOGP_GENERATIONAL,7268dc76-ec11-11f0-939b-6e001b3eef54,Boston,74,14,8.073854|3.000000,0.015456914901733398,3.0,9.217699|3.000000,8.073854|3.000000,9.217699|3.000000,3,63446151168.000000,9.382941|3.000000,5
MOGP_GENERATIONAL,7268dc76-ec11-11f0-939b-6e001b3eef54,Boston,74,15,8.073854|3.000000,0.017050743103027344,3.0,9.217699|3.000000,8.073854|3.000000,9.217699|3.000000,3,89542246400.000000,9.382941|3.000000,5
