MOGP_GENERATIONAL,0cf47db6-f029-11f0-a447-6e001b3eef54,Boston,74,0,9.568934|3.000000,0.9458513259887695,3.0,11.239510|3.000000,N/A,N/A,0,243286196224.000000,N/A,5
MOGP_GENERATIONAL,0cf47db6-f029-11f0-a447-6e001b3eef54,Boston,74,1,10.280992|3.000000,0.026231050491333008,3.0,11.694738|3.000000,10.280992|3.000000,11.694738|3.000000,3,69359837184.000000,N/A,5
MOGP_GENERATIONAL,0cf47db6-f029-11f0-a447-6e001b3eef54,Boston,74,2,9.568934|3.000000,0.025295734405517578,3.0,11.239510|3.000000,9.568934|3.000000,11.239510|3.000000,3,102072147968.000000,N/A,5
MOGP_GENERATIONAL,0cf47db6-f029-11f0-a447-6e001b3eef54,Boston,74,3,9.568934|3.000000,0.0177459716796875,3.0,11.239510|3.000000,9.568934|3.000000,11.239510|3.000000,3,42343960576.000000,N/A,5
MOGP_GENERATIONAL,0cf47db6-f029-11f0-a447-6e001b3eef54,Boston,74,4,8.337035|3.000000,0.0237119197845459,3.0,9.454906|3.000000,8.337035|3.000000,9.454906|3.000000,3,64743153664.000000,N/A,5
MOGP_GENERATIONAL,0cf47db6-f029-11f0-a447-6e001b3eef54,Boston,74,5,9.568934|3.000000,0.02265024185180664,3.0,11.239510|3.000000,9.568934|3.000000,11.239510|3.000000,3,79925796864.000000,N/A,5
MOGP_GENERATIONAL,0cf47db6-f029-11f0-a447-6e001b3eef54,Boston,74,6,9.113188|3.000000,0.01586318016052246,3.0,10.386153|3.000000,9.113188|3.000000,10.386153|3.000000,3,56245112832.000000,N/A,5
MOGP_GENERATIONAL,0cf47db6-f029-11f0-a447-6e001b3eef54,Boston,74,7,9.568934|3.000000,0.01510310173034668,3.0,11.239510|3.000000,9.568934|3.000000,11.239510|3.000000,3,57598988288.000000,N/A,5
MOGP_GENERATIONAL,0cf47db6-f029-11f0-a447-6e001b3eef54,Boston,74,8,9.568934|3.000000,0.01460719108581543,3.0,11.239510|3.000000,9.568934|3.000000,11.239510|3.000000,3,85938692096.000000,N/A,5
MOGP_GENERATIONAL,0cf47db6-f029-11f0-a447-6e001b3eef54,Boston,74,9,9.568934|3.000000,0.015193700790405273,3.0,11.239510|3.000000,9.568934|3.000000,11.239510|3.000000,3,49582399488.000000,N/A,5
MOGP_GENERATIONAL,0cf47db6-f029-11f0-a447-6e001b3eef54,Boston,74,10,9.568934|3.000000,0.014609098434448242,3.0,11.239510|3.000000,7.944512|5.000000,9.163612|5.000000,5,48808980480.000000,N/A,5
MOGP_GENERATIONAL,0cf47db6-f029-11f0-a447-6e001b3eef54,Boston,74,11,9.568934|3.000000,0.016111135482788086,3.0,11.239510|3.000000,7.944512|5.000000,9.163612|5.000000,5,74702815232.000000,N/A,5
MOGP_GENERATIONAL,0cf47db6-f029-11f0-a447-6e001b3eef54,Boston,74,12,9.568934|3.000000,0.022263050079345703,3.0,11.239510|3.000000,9.568934|3.000000,11.239510|3.000000,3,75490189312.000000,N/A,5
