MOGP_GENERATIONAL,1f3af4ea-f197-11f0-9cc4-6e001b3eef54,Toxicity,74,0,2436.964355|3.000000,1.141059160232544,3.0,2049.641602|3.000000,N/A,N/A,0,159356289024.000000,N/A,5
MOGP_GENERATIONAL,1f3af4ea-f197-11f0-9cc4-6e001b3eef54,Toxicity,74,1,2358.052490|3.000000,1.0242540836334229,3.0,1942.797119|3.000000,2332.746826|15.000000,1731.054932|15.000000,15,42215346176.000000,N/A,5
MOGP_GENERATIONAL,1f3af4ea-f197-11f0-9cc4-6e001b3eef54,Toxicity,74,2,2299.870850|3.000000,1.1154100894927979,3.0,1986.828003|3.000000,2299.870850|3.000000,1986.828003|3.000000,3,30098712576.000000,N/A,5
MOGP_GENERATIONAL,1f3af4ea-f197-11f0-9cc4-6e001b3eef54,Toxicity,74,3,2296.754150|3.000000,1.0198321342468262,3.0,2056.812256|3.000000,2296.754150|3.000000,2056.812256|3.000000,3,100271996928.000000,N/A,5
MOGP_GENERATIONAL,1f3af4ea-f197-11f0-9cc4-6e001b3eef54,Toxicity,74,4,2256.157715|3.000000,1.0537428855895996,3.0,1903.635376|3.000000,2256.157715|3.000000,1903.635376|3.000000,3,46983290880.000000,N/A,5
MOGP_GENERATIONAL,1f3af4ea-f197-11f0-9cc4-6e001b3eef54,Toxicity,74,5,2256.157715|3.000000,1.0151119232177734,3.0,1903.635376|3.000000,2256.157715|3.000000,1903.635376|3.000000,3,31657742336.000000,N/A,5
MOGP_GENERATIONAL,1f3af4ea-f197-11f0-9cc4-6e001b3eef54,Toxicity,74,6,2256.157715|3.000000,1.0784528255462646,3.0,1903.635376|3.000000,2256.157715|3.000000,1903.635376|3.000000,3,32800528384.000000,N/A,5
MOGP_GENERATIONAL,1f3af4ea-f197-11f0-9cc4-6e001b3eef54,Toxicity,74,7,2256.157715|3.000000,1.0124800205230713,3.0,1903.635376|3.000000,2256.157715|3.000000,1903.635376|3.000000,3,77982466048.000000,N/A,5
MOGP_GENERATIONAL,1f3af4ea-f197-11f0-9cc4-6e001b3eef54,Toxicity,74,8,2256.157715|3.000000,1.014172077178955,3.0,1903.635376|3.000000,2256.157715|3.000000,1903.635376|3.000000,3,40432451584.000000,N/A,5
MOGP_GENERATIONAL,1f3af4ea-f197-11f0-9cc4-6e001b3eef54,Toxicity,74,9,2256.157715|3.000000,1.0399799346923828,3.0,1903.635376|3.000000,2256.157715|3.000000,1903.635376|3.000000,3,6874326016.000000,N/A,5
MOGP_GENERATIONAL,1f3af4ea-f197-11f0-9cc4-6e001b3eef54,Toxicity,74,10,2256.157715|3.000000,0.9890360832214355,3.0,1903.635376|3.000000,2256.157715|3.000000,1903.635376|3.000000,3,74788888576.000000,N/A,5
MOGP_GENERATIONAL,1f3af4ea-f197-11f0-9cc4-6e001b3eef54,Toxicity,74,11,2256.157715|3.000000,1.0190069675445557,3.0,1903.635376|3.000000,2256.157715|3.000000,1903.635376|3.000000,3,18351923200.000000,N/A,5
MOGP_GENERATIONAL,1f3af4ea-f197-11f0-9cc4-6e001b3eef54,Toxicity,74,12,2256.157715|3.000000,1.0826919078826904,3.0,1903.635376|3.000000,2256.157715|3.000000,1903.635376|3.000000,3,64098766848.000000,N/A,5
MOGP_GENERATIONAL,1f3af4ea-f197-11f0-9cc4-6e001b3eef54,Toxicity,74,13,2256.157715|3.000000,1.2047719955444336,3.0,1903.635376|3.000000,2256.157715|3.000000,1903.635376|3.000000,3,14055587840.000000,N/A,5
MOGP_GENERATIONAL,1f3af4ea-f197-11f0-9cc4-6e001b3eef54,Toxicity,74,14,2256.157715|3.000000,1.1810507774353027,3.0,1903.635376|3.000000,2256.157715|3.000000,1903.635376|3.000000,3,52588118016.000000,N/A,5
MOGP_GENERATIONAL,1f3af4ea-f197-11f0-9cc4-6e001b3eef54,Toxicity,74,15,2256.157715|3.000000,1.2121031284332275,3.0,1903.635376|3.000000,2256.157715|3.000000,1903.635376|3.000000,3,72804220928.000000,N/A,5
MOGP_GENERATIONAL,1f3af4ea-f197-11f0-9cc4-6e001b3eef54,Toxicity,74,16,2256.157715|3.000000,1.3722670078277588,3.0,1903.635376|3.000000,2256.157715|3.000000,1903.635376|3.000000,3,37068259328.000000,N/A,5
MOGP_GENERATIONAL,1f3af4ea-f197-11f0-9cc4-6e001b3eef54,Toxicity,74,17,2256.157715|3.000000,1.5223791599273682,3.0,1903.635376|3.000000,2256.157715|3.000000,1903.635376|3.000000,3,31776393216.000000,N/A,5
MOGP_GENERATIONAL,1f3af4ea-f197-11f0-9cc4-6e001b3eef54,Toxicity,74,18,2256.157715|3.000000,1.6694788932800293,3.0,1903.635376|3.000000,2256.157715|3.000000,1903.635376|3.000000,3,49923694592.000000,N/A,5
MOGP_GENERATIONAL,1f3af4ea-f197-11f0-9cc4-6e001b3eef54,Toxicity,74,19,2256.157715|3.000000,2.2288241386413574,3.0,1903.635376|3.000000,2256.157715|3.000000,1903.635376|3.000000,3,20421226496.000000,N/A,5
MOGP_GENERATIONAL,1f3af4ea-f197-11f0-9cc4-6e001b3eef54,Toxicity,74,20,2256.157715|3.000000,2.0861990451812744,3.0,1903.635376|3.000000,2256.157715|3.000000,1903.635376|3.000000,3,34525851648.000000,N/A,5
MOGP_GENERATIONAL,1f3af4ea-f197-11f0-9cc4-6e001b3eef54,Toxicity,74,21,2256.157715|3.000000,1.6604008674621582,3.0,1903.635376|3.000000,2256.157715|3.000000,1903.635376|3.000000,3,425447.562500,N/A,5
MOGP_GENERATIONAL,1f3af4ea-f197-11f0-9cc4-6e001b3eef54,Toxicity,74,22,2256.157715|3.000000,1.6833343505859375,3.0,1903.635376|3.000000,2256.157715|3.000000,1903.635376|3.000000,3,47935770624.000000,N/A,5
MOGP_GENERATIONAL,1f3af4ea-f197-11f0-9cc4-6e001b3eef54,Toxicity,74,23,2256.157715|3.000000,1.7102627754211426,3.0,1903.635376|3.000000,2169.086670|7.000000,1911.984741|7.000000,7,6774745088.000000,N/A,5
MOGP_GENERATIONAL,1f3af4ea-f197-11f0-9cc4-6e001b3eef54,Toxicity,74,24,2256.157715|3.000000,1.9452831745147705,3.0,1903.635376|3.000000,2256.157715|3.000000,1903.635376|3.000000,3,56033320960.000000,N/A,5
MOGP_GENERATIONAL,1f3af4ea-f197-11f0-9cc4-6e001b3eef54,Toxicity,74,25,2256.157715|3.000000,2.0862350463867188,3.0,1903.635376|3.000000,2245.101318|7.000000,1891.836548|7.000000,7,51991056384.000000,N/A,5
MOGP_GENERATIONAL,1f3af4ea-f197-11f0-9cc4-6e001b3eef54,Toxicity,74,26,2256.157715|3.000000,2.0715408325195312,3.0,1903.635376|3.000000,2256.157715|3.000000,1903.635376|3.000000,3,25612920832.000000,N/A,5
MOGP_GENERATIONAL,1f3af4ea-f197-11f0-9cc4-6e001b3eef54,Toxicity,74,27,2256.157715|3.000000,2.04656982421875,3.0,1903.635376|3.000000,2256.157715|3.000000,1903.635376|3.000000,3,52046454784.000000,N/A,5
MOGP_GENERATIONAL,1f3af4ea-f197-11f0-9cc4-6e001b3eef54,Toxicity,74,28,2256.157715|3.000000,1.9257338047027588,3.0,1903.635376|3.000000,2256.157715|3.000000,1903.635376|3.000000,3,73949421568.000000,N/A,5
MOGP_GENERATIONAL,1f3af4ea-f197-11f0-9cc4-6e001b3eef54,Toxicity,74,29,2256.157715|3.000000,2.0800840854644775,3.0,1903.635376|3.000000,2256.157715|3.000000,1903.635376|3.000000,3,12982011904.000000,N/A,5
MOGP_GENERATIONAL,1f3af4ea-f197-11f0-9cc4-6e001b3eef54,Toxicity,74,30,2256.157715|3.000000,2.0867879390716553,3.0,1903.635376|3.000000,2256.157715|3.000000,1903.635376|3.000000,3,48451923968.000000,N/A,5
MOGP_GENERATIONAL,1f3af4ea-f197-11f0-9cc4-6e001b3eef54,Toxicity,74,31,2256.157715|3.000000,1.9645969867706299,3.0,1903.635376|3.000000,2256.157715|3.000000,1903.635376|3.000000,3,65331472.000000,N/A,5
MOGP_GENERATIONAL,1f3af4ea-f197-11f0-9cc4-6e001b3eef54,Toxicity,74,32,2256.157715|3.000000,1.8392508029937744,3.0,1903.635376|3.000000,2256.157715|3.000000,1903.635376|3.000000,3,30537766912.000000,N/A,5
MOGP_GENERATIONAL,1f3af4ea-f197-11f0-9cc4-6e001b3eef54,Toxicity,74,33,2256.157715|3.000000,1.736466884613037,3.0,1903.635376|3.000000,2256.157715|3.000000,1903.635376|3.000000,3,76762947584.000000,N/A,5
MOGP_GENERATIONAL,1f3af4ea-f197-11f0-9cc4-6e001b3eef54,Toxicity,74,34,2256.157715|3.000000,1.8675880432128906,3.0,1903.635376|3.000000,2256.157715|3.000000,1903.635376|3.000000,3,68527869952.000000,N/A,5
MOGP_GENERATIONAL,1f3af4ea-f197-11f0-9cc4-6e001b3eef54,Toxicity,74,35,2256.157715|3.000000,1.533376932144165,3.0,1903.635376|3.000000,2256.157715|3.000000,1903.635376|3.000000,3,63225847808.000000,N/A,5
MOGP_GENERATIONAL,1f3af4ea-f197-11f0-9cc4-6e001b3eef54,Toxicity,74,36,2256.157715|3.000000,1.7234830856323242,3.0,1903.635376|3.000000,2256.157715|3.000000,1903.635376|3.000000,3,12368945152.000000,N/A,5
MOGP_GENERATIONAL,1f3af4ea-f197-11f0-9cc4-6e001b3eef54,Toxicity,74,37,2256.157715|3.000000,1.6706619262695312,3.0,1903.635376|3.000000,2256.157715|3.000000,1903.635376|3.000000,3,51847933952.000000,N/A,5
