MOGP_NSGAII,0c931188-f1c4-11f0-9e32-6e001b3eef54,Cooling,74,0,9.411510|3.000000,0.99080491065979,3.0,9.784588|3.000000,N/A,N/A,0,243860422656.000000,N/A,5
MOGP_NSGAII,0c931188-f1c4-11f0-9e32-6e001b3eef54,Cooling,74,1,8.052668|3.000000,3.895848274230957,3.0,8.975376|3.000000,8.052668|3.000000,8.975376|3.000000,3,3.247615,N/A,5
MOGP_NSGAII,0c931188-f1c4-11f0-9e32-6e001b3eef54,Cooling,74,2,4.337151|3.000000,3.8345839977264404,3.0,5.000828|3.000000,4.337151|3.000000,5.000828|3.000000,3,3.453601,N/A,5
MOGP_NSGAII,0c931188-f1c4-11f0-9e32-6e001b3eef54,Cooling,74,3,4.337151|3.000000,3.7264389991760254,3.0,5.000828|3.000000,4.337151|3.000000,5.000828|3.000000,3,3.123564,N/A,5
MOGP_NSGAII,0c931188-f1c4-11f0-9e32-6e001b3eef54,Cooling,74,4,4.337151|3.000000,3.8140909671783447,3.0,5.000828|3.000000,4.337151|3.000000,5.000828|3.000000,3,2.794384,N/A,5
MOGP_NSGAII,0c931188-f1c4-11f0-9e32-6e001b3eef54,Cooling,74,5,4.337151|3.000000,3.782644271850586,3.0,5.000828|3.000000,4.337151|3.000000,5.000828|3.000000,3,2.422152,N/A,5
MOGP_NSGAII,0c931188-f1c4-11f0-9e32-6e001b3eef54,Cooling,74,6,4.337151|3.000000,3.808027982711792,3.0,5.000828|3.000000,4.337151|3.000000,5.000828|3.000000,3,2.070742,N/A,5
MOGP_NSGAII,0c931188-f1c4-11f0-9e32-6e001b3eef54,Cooling,74,7,4.337151|3.000000,3.763589859008789,3.0,5.000828|3.000000,4.337151|3.000000,5.000828|3.000000,3,1.955109,N/A,5
MOGP_NSGAII,0c931188-f1c4-11f0-9e32-6e001b3eef54,Cooling,74,8,4.337151|3.000000,3.861024856567383,3.0,5.000828|3.000000,4.337151|3.000000,5.000828|3.000000,3,2.028866,N/A,5
MOGP_NSGAII,0c931188-f1c4-11f0-9e32-6e001b3eef54,Cooling,74,9,4.337151|3.000000,4.042757987976074,3.0,5.000828|3.000000,4.337151|3.000000,5.000828|3.000000,3,1.908481,N/A,5
MOGP_NSGAII,0c931188-f1c4-11f0-9e32-6e001b3eef54,Cooling,74,10,4.337151|3.000000,4.214804172515869,3.0,5.000828|3.000000,4.066746|13.000000,4.459875|13.000000,13,1.939398,N/A,5
MOGP_NSGAII,0c931188-f1c4-11f0-9e32-6e001b3eef54,Cooling,74,11,4.337151|3.000000,4.714030027389526,3.0,5.000828|3.000000,4.066746|13.000000,4.459875|13.000000,13,1.791394,N/A,5
